epiweek,time_value,issue,geo_type,geo_value,hpiv_positive_tests,adv_positive_tests,hmpv_positive_tests,evrv_positive_tests,hcov_positive_tests,rsv_positive_tests
201635,2016-09-03,2017-08-31,nation,ca,49,26,11,230,5,25
201636,2016-09-10,2017-08-31,nation,ca,23,22,5,246,4,18
201637,2016-09-17,2017-08-31,nation,ca,50,24,2,359,7,29
201638,2016-09-24,2017-08-31,nation,ca,60,33,5,429,21,31
201639,2016-10-01,2017-08-31,nation,ca,47,28,3,511,10,35
201640,2016-10-08,2017-08-31,nation,ca,46,38,7,499,18,41
201641,2016-10-15,2017-08-31,nation,ca,60,37,5,402,11,49
201642,2016-10-22,2017-08-31,nation,ca,70,39,7,421,20,71
201643,2016-10-29,2017-08-31,nation,ca,104,44,4,364,40,72
201644,2016-11-05,2017-08-31,nation,ca,91,33,10,363,48,125
201645,2016-11-12,2017-08-31,nation,ca,97,65,19,491,68,182
201646,2016-11-19,2017-08-31,nation,ca,133,77,15,501,91,225
201647,2016-11-26,2017-08-31,nation,ca,133,85,20,422,90,375
201648,2016-12-03,2017-08-31,nation,ca,137,117,29,387,134,478
201649,2016-12-10,2017-08-31,nation,ca,147,90,28,410,178,667
201650,2016-12-17,2017-08-31,nation,ca,168,105,60,339,220,819
201651,2016-12-24,2017-08-31,nation,ca,160,100,70,347,274,1125
201652,2016-12-31,2017-08-31,nation,ca,173,87,85,232,276,1314
201701,2017-01-07,2017-08-31,nation,ca,206,101,132,288,416,1632
201702,2017-01-14,2017-08-31,nation,ca,209,100,150,306,506,1626
201703,2017-01-21,2017-08-31,nation,ca,154,81,182,229,445,1619
201704,2017-01-28,2017-08-31,nation,ca,167,99,137,267,375,1623
201705,2017-02-04,2017-08-31,nation,ca,164,91,135,247,281,1526
201706,2017-02-11,2017-08-31,nation,ca,140,88,136,268,381,1410
201707,2017-02-18,2017-08-31,nation,ca,144,72,141,273,335,1348
201708,2017-02-25,2017-08-31,nation,ca,134,76,151,229,255,1198
201709,2017-03-04,2017-08-31,nation,ca,145,78,201,318,306,1069
201710,2017-03-11,2017-08-31,nation,ca,156,83,173,285,282,873
201711,2017-03-18,2017-08-31,nation,ca,170,86,179,283,269,700
201712,2017-03-25,2017-08-31,nation,ca,181,78,211,297,228,575
201713,2017-04-01,2017-08-31,nation,ca,172,70,190,258,242,479
201714,2017-04-08,2017-08-31,nation,ca,214,78,200,331,237,357
201715,2017-04-15,2017-08-31,nation,ca,148,74,196,315,141,258
201716,2017-04-22,2017-08-31,nation,ca,189,90,193,363,127,206
201717,2017-04-29,2017-08-31,nation,ca,226,73,179,420,90,176
201718,2017-05-06,2017-08-31,nation,ca,171,78,161,398,73,114
201719,2017-05-13,2017-08-31,nation,ca,142,64,119,415,40,90
201720,2017-05-20,2017-08-31,nation,ca,174,83,155,486,55,78
201721,2017-05-27,2017-08-31,nation,ca,150,81,115,480,50,38
201722,2017-06-03,2017-08-31,nation,ca,131,75,112,416,35,25
201723,2017-06-10,2017-08-31,nation,ca,103,51,85,359,17,20
201724,2017-06-17,2017-08-31,nation,ca,108,70,61,381,21,24
201725,2017-06-24,2017-08-31,nation,ca,72,46,41,264,12,9
201726,2017-07-01,2017-08-31,nation,ca,86,37,38,237,4,7
201727,2017-07-08,2017-08-31,nation,ca,58,46,34,267,5,6
201728,2017-07-15,2017-08-31,nation,ca,69,43,18,252,7,7
201729,2017-07-22,2017-08-31,nation,ca,55,44,15,203,2,2
201730,2017-07-29,2017-08-31,nation,ca,59,36,15,173,4,5
201731,2017-08-05,2017-08-31,nation,ca,43,31,17,157,6,6
201732,2017-08-12,2017-08-31,nation,ca,36,24,7,220,10,6
201733,2017-08-19,2017-08-31,nation,ca,40,32,9,193,4,10
201734,2017-08-26,2017-08-31,nation,ca,47,20,13,171,3,7
201635,2016-09-03,2017-08-24,nation,ca,49,26,11,230,5,25
201636,2016-09-10,2017-08-24,nation,ca,23,22,5,246,4,18
201637,2016-09-17,2017-08-24,nation,ca,50,24,2,359,7,29
201638,2016-09-24,2017-08-24,nation,ca,60,33,5,429,21,31
201639,2016-10-01,2017-08-24,nation,ca,47,28,3,511,10,35
201640,2016-10-08,2017-08-24,nation,ca,46,38,7,499,18,41
201641,2016-10-15,2017-08-24,nation,ca,60,37,5,402,11,49
201642,2016-10-22,2017-08-24,nation,ca,70,39,7,421,20,71
201643,2016-10-29,2017-08-24,nation,ca,104,44,4,364,40,72
201644,2016-11-05,2017-08-24,nation,ca,91,33,10,363,48,125
201645,2016-11-12,2017-08-24,nation,ca,97,65,19,491,68,182
201646,2016-11-19,2017-08-24,nation,ca,133,77,15,501,91,225
201647,2016-11-26,2017-08-24,nation,ca,133,85,20,422,90,375
201648,2016-12-03,2017-08-24,nation,ca,137,117,29,387,134,478
201649,2016-12-10,2017-08-24,nation,ca,147,90,28,410,178,667
201650,2016-12-17,2017-08-24,nation,ca,168,105,60,339,220,819
201651,2016-12-24,2017-08-24,nation,ca,160,100,70,347,274,1125
201652,2016-12-31,2017-08-24,nation,ca,173,87,85,232,276,1314
201701,2017-01-07,2017-08-24,nation,ca,206,101,132,288,416,1632
201702,2017-01-14,2017-08-24,nation,ca,209,100,150,306,506,1626
201703,2017-01-21,2017-08-24,nation,ca,154,81,182,229,445,1619
201704,2017-01-28,2017-08-24,nation,ca,167,99,137,267,375,1623
201705,2017-02-04,2017-08-24,nation,ca,164,91,135,247,281,1526
201706,2017-02-11,2017-08-24,nation,ca,140,88,136,268,381,1410
201707,2017-02-18,2017-08-24,nation,ca,144,72,141,273,335,1348
201708,2017-02-25,2017-08-24,nation,ca,134,76,151,229,255,1198
201709,2017-03-04,2017-08-24,nation,ca,145,78,201,318,306,1069
201710,2017-03-11,2017-08-24,nation,ca,156,83,173,285,282,873
201711,2017-03-18,2017-08-24,nation,ca,170,86,179,283,269,700
201712,2017-03-25,2017-08-24,nation,ca,181,78,211,297,228,575
201713,2017-04-01,2017-08-24,nation,ca,172,70,190,258,242,479
201714,2017-04-08,2017-08-24,nation,ca,214,78,200,331,237,357
201715,2017-04-15,2017-08-24,nation,ca,148,74,196,315,141,258
201716,2017-04-22,2017-08-24,nation,ca,189,90,193,363,127,206
201717,2017-04-29,2017-08-24,nation,ca,226,73,179,420,90,176
201718,2017-05-06,2017-08-24,nation,ca,171,78,161,398,73,114
201719,2017-05-13,2017-08-24,nation,ca,142,64,119,415,40,90
201720,2017-05-20,2017-08-24,nation,ca,174,83,155,486,55,78
201721,2017-05-27,2017-08-24,nation,ca,150,81,115,480,50,38
201722,2017-06-03,2017-08-24,nation,ca,131,75,112,416,35,25
201723,2017-06-10,2017-08-24,nation,ca,103,51,85,359,17,20
201724,2017-06-17,2017-08-24,nation,ca,108,70,61,381,21,24
201725,2017-06-24,2017-08-24,nation,ca,72,46,41,264,12,9
201726,2017-07-01,2017-08-24,nation,ca,86,37,38,237,4,7
201727,2017-07-08,2017-08-24,nation,ca,58,46,34,267,5,6
201728,2017-07-15,2017-08-24,nation,ca,69,43,18,252,7,7
201729,2017-07-22,2017-08-24,nation,ca,55,44,15,203,2,2
201730,2017-07-29,2017-08-24,nation,ca,59,36,15,173,4,5
201731,2017-08-05,2017-08-24,nation,ca,43,31,17,157,6,6
201732,2017-08-12,2017-08-24,nation,ca,35,24,6,206,9,6
201733,2017-08-19,2017-08-24,nation,ca,35,28,7,158,3,10
201635,2016-09-03,2017-08-17,nation,ca,49,26,11,230,5,25
201636,2016-09-10,2017-08-17,nation,ca,23,22,5,246,4,18
201637,2016-09-17,2017-08-17,nation,ca,50,24,2,359,7,29
201638,2016-09-24,2017-08-17,nation,ca,60,33,5,429,21,31
201639,2016-10-01,2017-08-17,nation,ca,47,28,3,511,10,35
201640,2016-10-08,2017-08-17,nation,ca,46,38,7,499,18,41
201641,2016-10-15,2017-08-17,nation,ca,60,37,5,402,11,49
201642,2016-10-22,2017-08-17,nation,ca,70,39,7,421,20,71
201643,2016-10-29,2017-08-17,nation,ca,104,44,4,364,40,72
201644,2016-11-05,2017-08-17,nation,ca,91,33,10,363,48,125
201645,2016-11-12,2017-08-17,nation,ca,97,65,19,491,68,182
201646,2016-11-19,2017-08-17,nation,ca,133,77,15,501,91,225
201647,2016-11-26,2017-08-17,nation,ca,133,85,20,422,90,375
201648,2016-12-03,2017-08-17,nation,ca,137,117,29,387,134,478
201649,2016-12-10,2017-08-17,nation,ca,147,90,28,410,178,667
201650,2016-12-17,2017-08-17,nation,ca,168,105,60,339,220,819
201651,2016-12-24,2017-08-17,nation,ca,160,100,70,347,274,1125
201652,2016-12-31,2017-08-17,nation,ca,173,87,85,232,276,1314
201701,2017-01-07,2017-08-17,nation,ca,206,101,132,288,416,1632
201702,2017-01-14,2017-08-17,nation,ca,209,100,150,306,506,1626
201703,2017-01-21,2017-08-17,nation,ca,154,81,182,229,445,1619
201704,2017-01-28,2017-08-17,nation,ca,167,99,137,267,375,1623
201705,2017-02-04,2017-08-17,nation,ca,164,91,135,247,281,1526
201706,2017-02-11,2017-08-17,nation,ca,140,88,136,268,381,1410
201707,2017-02-18,2017-08-17,nation,ca,144,72,141,273,335,1348
201708,2017-02-25,2017-08-17,nation,ca,134,76,151,229,255,1198
201709,2017-03-04,2017-08-17,nation,ca,145,78,201,318,306,1069
201710,2017-03-11,2017-08-17,nation,ca,156,83,173,285,282,873
201711,2017-03-18,2017-08-17,nation,ca,170,86,179,283,269,700
201712,2017-03-25,2017-08-17,nation,ca,181,78,211,297,228,575
201713,2017-04-01,2017-08-17,nation,ca,172,70,190,258,242,479
201714,2017-04-08,2017-08-17,nation,ca,214,78,200,331,237,357
201715,2017-04-15,2017-08-17,nation,ca,148,74,196,315,141,258
201716,2017-04-22,2017-08-17,nation,ca,189,90,193,363,127,206
201717,2017-04-29,2017-08-17,nation,ca,226,73,179,420,90,176
201718,2017-05-06,2017-08-17,nation,ca,171,78,161,398,73,114
201719,2017-05-13,2017-08-17,nation,ca,142,64,119,415,40,90
201720,2017-05-20,2017-08-17,nation,ca,174,83,155,486,55,78
201721,2017-05-27,2017-08-17,nation,ca,150,81,115,480,50,38
201722,2017-06-03,2017-08-17,nation,ca,131,75,112,416,35,25
201723,2017-06-10,2017-08-17,nation,ca,103,51,85,359,17,20
201724,2017-06-17,2017-08-17,nation,ca,108,70,61,381,21,24
201725,2017-06-24,2017-08-17,nation,ca,72,46,41,264,12,9
201726,2017-07-01,2017-08-17,nation,ca,86,37,38,237,4,7
201727,2017-07-08,2017-08-17,nation,ca,58,46,34,267,5,6
201728,2017-07-15,2017-08-17,nation,ca,69,43,18,252,7,7
201729,2017-07-22,2017-08-17,nation,ca,55,44,15,203,2,2
201730,2017-07-29,2017-08-17,nation,ca,59,36,15,173,4,5
201731,2017-08-05,2017-08-17,nation,ca,43,32,17,169,6,6
201732,2017-08-12,2017-08-17,nation,ca,36,23,7,205,7,6
201635,2016-09-03,2017-08-10,nation,ca,49,26,11,230,5,25
201636,2016-09-10,2017-08-10,nation,ca,23,22,5,246,4,18
201637,2016-09-17,2017-08-10,nation,ca,50,24,2,359,7,29
201638,2016-09-24,2017-08-10,nation,ca,60,33,5,429,21,31
201639,2016-10-01,2017-08-10,nation,ca,47,28,3,511,10,35
201640,2016-10-08,2017-08-10,nation,ca,46,38,7,499,18,41
201641,2016-10-15,2017-08-10,nation,ca,60,37,5,402,11,49
201642,2016-10-22,2017-08-10,nation,ca,70,39,7,421,20,71
201643,2016-10-29,2017-08-10,nation,ca,104,44,4,364,40,72
201644,2016-11-05,2017-08-10,nation,ca,91,33,10,363,48,125
201645,2016-11-12,2017-08-10,nation,ca,97,65,19,491,68,182
201646,2016-11-19,2017-08-10,nation,ca,133,77,15,501,91,225
201647,2016-11-26,2017-08-10,nation,ca,133,85,20,422,90,375
201648,2016-12-03,2017-08-10,nation,ca,137,117,29,387,134,478
201649,2016-12-10,2017-08-10,nation,ca,147,90,28,410,178,667
201650,2016-12-17,2017-08-10,nation,ca,168,105,60,339,220,819
201651,2016-12-24,2017-08-10,nation,ca,160,100,70,347,274,1125
201652,2016-12-31,2017-08-10,nation,ca,173,87,85,232,276,1314
201701,2017-01-07,2017-08-10,nation,ca,206,101,132,288,416,1632
201702,2017-01-14,2017-08-10,nation,ca,209,100,150,306,506,1626
201703,2017-01-21,2017-08-10,nation,ca,154,81,182,229,445,1619
201704,2017-01-28,2017-08-10,nation,ca,167,99,137,267,375,1623
201705,2017-02-04,2017-08-10,nation,ca,164,91,135,247,281,1526
201706,2017-02-11,2017-08-10,nation,ca,140,88,136,268,381,1410
201707,2017-02-18,2017-08-10,nation,ca,144,72,141,273,335,1348
201708,2017-02-25,2017-08-10,nation,ca,134,76,151,229,255,1198
201709,2017-03-04,2017-08-10,nation,ca,145,78,201,318,306,1069
201710,2017-03-11,2017-08-10,nation,ca,156,83,173,285,282,873
201711,2017-03-18,2017-08-10,nation,ca,170,86,179,283,269,700
201712,2017-03-25,2017-08-10,nation,ca,181,78,211,297,228,575
201713,2017-04-01,2017-08-10,nation,ca,172,70,190,258,242,479
201714,2017-04-08,2017-08-10,nation,ca,214,78,200,331,237,357
201715,2017-04-15,2017-08-10,nation,ca,148,74,196,315,141,258
201716,2017-04-22,2017-08-10,nation,ca,189,90,193,363,127,206
201717,2017-04-29,2017-08-10,nation,ca,226,73,179,420,90,176
201718,2017-05-06,2017-08-10,nation,ca,171,78,161,398,73,114
201719,2017-05-13,2017-08-10,nation,ca,142,64,119,415,40,90
201720,2017-05-20,2017-08-10,nation,ca,174,83,155,486,55,78
201721,2017-05-27,2017-08-10,nation,ca,150,81,115,480,50,38
201722,2017-06-03,2017-08-10,nation,ca,131,75,112,416,35,25
201723,2017-06-10,2017-08-10,nation,ca,103,51,85,359,17,20
201724,2017-06-17,2017-08-10,nation,ca,108,70,61,381,21,24
201725,2017-06-24,2017-08-10,nation,ca,72,46,41,264,12,9
201726,2017-07-01,2017-08-10,nation,ca,86,37,38,237,4,7
201727,2017-07-08,2017-08-10,nation,ca,58,46,34,267,5,6
201728,2017-07-15,2017-08-10,nation,ca,69,43,18,252,7,7
201729,2017-07-22,2017-08-10,nation,ca,55,44,15,203,2,2
201730,2017-07-29,2017-08-10,nation,ca,59,36,15,173,4,5
201731,2017-08-05,2017-08-10,nation,ca,42,31,16,159,6,4
201635,2016-09-03,2017-08-03,nation,ca,49,26,11,230,5,25
201636,2016-09-10,2017-08-03,nation,ca,23,22,5,246,4,18
201637,2016-09-17,2017-08-03,nation,ca,50,24,2,359,7,29
201638,2016-09-24,2017-08-03,nation,ca,60,33,5,429,21,31
201639,2016-10-01,2017-08-03,nation,ca,47,28,3,511,10,35
201640,2016-10-08,2017-08-03,nation,ca,46,38,7,499,18,41
201641,2016-10-15,2017-08-03,nation,ca,60,37,5,402,11,49
201642,2016-10-22,2017-08-03,nation,ca,70,39,7,421,20,71
201643,2016-10-29,2017-08-03,nation,ca,104,44,4,364,40,72
201644,2016-11-05,2017-08-03,nation,ca,91,33,10,363,48,125
201645,2016-11-12,2017-08-03,nation,ca,97,65,19,491,68,182
201646,2016-11-19,2017-08-03,nation,ca,133,77,15,501,91,225
201647,2016-11-26,2017-08-03,nation,ca,133,85,20,422,90,375
201648,2016-12-03,2017-08-03,nation,ca,137,117,29,387,134,478
201649,2016-12-10,2017-08-03,nation,ca,147,90,28,410,178,667
201650,2016-12-17,2017-08-03,nation,ca,168,105,60,339,220,819
201651,2016-12-24,2017-08-03,nation,ca,160,100,70,347,274,1125
201652,2016-12-31,2017-08-03,nation,ca,173,87,85,232,276,1314
201701,2017-01-07,2017-08-03,nation,ca,206,101,132,288,416,1632
201702,2017-01-14,2017-08-03,nation,ca,209,100,150,306,506,1626
201703,2017-01-21,2017-08-03,nation,ca,154,81,182,229,445,1619
201704,2017-01-28,2017-08-03,nation,ca,167,99,137,267,375,1623
201705,2017-02-04,2017-08-03,nation,ca,164,91,135,247,281,1526
201706,2017-02-11,2017-08-03,nation,ca,140,88,136,268,381,1410
201707,2017-02-18,2017-08-03,nation,ca,144,72,141,273,335,1348
201708,2017-02-25,2017-08-03,nation,ca,134,76,151,229,255,1198
201709,2017-03-04,2017-08-03,nation,ca,145,78,201,318,306,1069
201710,2017-03-11,2017-08-03,nation,ca,156,83,173,285,282,873
201711,2017-03-18,2017-08-03,nation,ca,170,86,179,283,269,700
201712,2017-03-25,2017-08-03,nation,ca,181,78,211,297,228,575
201713,2017-04-01,2017-08-03,nation,ca,172,70,190,258,242,479
201714,2017-04-08,2017-08-03,nation,ca,214,78,200,331,237,357
201715,2017-04-15,2017-08-03,nation,ca,148,74,196,315,141,258
201716,2017-04-22,2017-08-03,nation,ca,189,90,193,363,127,206
201717,2017-04-29,2017-08-03,nation,ca,226,73,179,420,90,176
201718,2017-05-06,2017-08-03,nation,ca,171,78,161,398,73,114
201719,2017-05-13,2017-08-03,nation,ca,142,64,119,415,40,90
201720,2017-05-20,2017-08-03,nation,ca,174,83,155,486,55,78
201721,2017-05-27,2017-08-03,nation,ca,150,81,115,480,50,38
201722,2017-06-03,2017-08-03,nation,ca,131,75,112,416,35,25
201723,2017-06-10,2017-08-03,nation,ca,103,51,85,359,17,20
201724,2017-06-17,2017-08-03,nation,ca,108,70,61,381,21,24
201725,2017-06-24,2017-08-03,nation,ca,72,46,41,264,12,9
201726,2017-07-01,2017-08-03,nation,ca,86,37,38,237,4,7
201727,2017-07-08,2017-08-03,nation,ca,58,46,34,267,5,6
201728,2017-07-15,2017-08-03,nation,ca,69,43,18,252,7,7
201729,2017-07-22,2017-08-03,nation,ca,55,44,15,203,2,2
201730,2017-07-29,2017-08-03,nation,ca,59,36,15,163,4,5
201635,2016-09-03,2017-07-27,nation,ca,49,26,11,230,5,25
201636,2016-09-10,2017-07-27,nation,ca,23,22,5,246,4,18
201637,2016-09-17,2017-07-27,nation,ca,50,24,2,359,7,29
201638,2016-09-24,2017-07-27,nation,ca,60,33,5,429,21,31
201639,2016-10-01,2017-07-27,nation,ca,47,28,3,511,10,35
201640,2016-10-08,2017-07-27,nation,ca,46,38,7,499,18,41
201641,2016-10-15,2017-07-27,nation,ca,60,37,5,402,11,49
201642,2016-10-22,2017-07-27,nation,ca,70,39,7,421,20,71
201643,2016-10-29,2017-07-27,nation,ca,104,44,4,364,40,72
201644,2016-11-05,2017-07-27,nation,ca,91,33,10,363,48,125
201645,2016-11-12,2017-07-27,nation,ca,97,65,19,491,68,182
201646,2016-11-19,2017-07-27,nation,ca,133,77,15,501,91,225
201647,2016-11-26,2017-07-27,nation,ca,133,85,20,422,90,375
201648,2016-12-03,2017-07-27,nation,ca,137,117,29,387,134,478
201649,2016-12-10,2017-07-27,nation,ca,147,90,28,410,178,667
201650,2016-12-17,2017-07-27,nation,ca,168,105,60,339,220,819
201651,2016-12-24,2017-07-27,nation,ca,160,100,70,347,274,1125
201652,2016-12-31,2017-07-27,nation,ca,173,87,85,232,276,1314
201701,2017-01-07,2017-07-27,nation,ca,206,101,132,288,416,1632
201702,2017-01-14,2017-07-27,nation,ca,209,100,150,306,506,1626
201703,2017-01-21,2017-07-27,nation,ca,154,81,182,229,445,1619
201704,2017-01-28,2017-07-27,nation,ca,167,99,137,267,375,1623
201705,2017-02-04,2017-07-27,nation,ca,164,91,135,247,281,1526
201706,2017-02-11,2017-07-27,nation,ca,140,88,136,268,381,1410
201707,2017-02-18,2017-07-27,nation,ca,144,72,141,273,335,1348
201708,2017-02-25,2017-07-27,nation,ca,134,76,151,229,255,1198
201709,2017-03-04,2017-07-27,nation,ca,145,78,201,318,306,1069
201710,2017-03-11,2017-07-27,nation,ca,156,83,173,285,282,873
201711,2017-03-18,2017-07-27,nation,ca,170,86,179,283,269,700
201712,2017-03-25,2017-07-27,nation,ca,181,78,211,297,228,575
201713,2017-04-01,2017-07-27,nation,ca,172,70,190,258,242,479
201714,2017-04-08,2017-07-27,nation,ca,214,78,200,331,237,357
201715,2017-04-15,2017-07-27,nation,ca,148,74,196,315,141,258
201716,2017-04-22,2017-07-27,nation,ca,189,90,193,363,127,206
201717,2017-04-29,2017-07-27,nation,ca,226,73,179,420,90,176
201718,2017-05-06,2017-07-27,nation,ca,171,78,161,398,73,114
201719,2017-05-13,2017-07-27,nation,ca,142,64,119,415,40,90
201720,2017-05-20,2017-07-27,nation,ca,174,83,155,486,55,78
201721,2017-05-27,2017-07-27,nation,ca,150,81,115,480,50,38
201722,2017-06-03,2017-07-27,nation,ca,131,75,112,416,35,25
201723,2017-06-10,2017-07-27,nation,ca,103,51,85,359,17,20
201724,2017-06-17,2017-07-27,nation,ca,108,70,61,381,21,24
201725,2017-06-24,2017-07-27,nation,ca,72,46,41,264,12,9
201726,2017-07-01,2017-07-27,nation,ca,86,37,38,237,4,7
201727,2017-07-08,2017-07-27,nation,ca,58,46,34,267,5,6
201728,2017-07-15,2017-07-27,nation,ca,68,43,18,244,7,5
201729,2017-07-22,2017-07-27,nation,ca,51,42,15,177,2,2
201635,2016-09-03,2017-07-20,nation,ca,49,26,11,230,5,25
201636,2016-09-10,2017-07-20,nation,ca,23,22,5,246,4,18
201637,2016-09-17,2017-07-20,nation,ca,50,24,2,359,7,29
201638,2016-09-24,2017-07-20,nation,ca,60,33,5,429,21,31
201639,2016-10-01,2017-07-20,nation,ca,47,28,3,511,10,35
201640,2016-10-09,2017-07-20,nation,ca,46,38,7,499,18,41
201641,2016-10-15,2017-07-20,nation,ca,60,37,5,402,11,49
201642,2016-10-22,2017-07-20,nation,ca,70,39,7,421,20,71
201643,2016-10-29,2017-07-20,nation,ca,104,44,4,364,40,72
201644,2016-11-05,2017-07-20,nation,ca,91,33,10,363,48,125
201645,2016-11-12,2017-07-20,nation,ca,97,65,19,491,68,182
201646,2016-11-19,2017-07-20,nation,ca,133,77,15,501,91,225
201647,2016-11-26,2017-07-20,nation,ca,133,85,20,422,90,375
201648,2016-12-03,2017-07-20,nation,ca,137,117,29,387,134,478
201649,2016-12-10,2017-07-20,nation,ca,147,90,28,410,178,667
201650,2016-12-17,2017-07-20,nation,ca,168,105,60,339,220,819
201651,2016-12-24,2017-07-20,nation,ca,160,100,70,347,274,1125
201652,2016-12-31,2017-07-20,nation,ca,173,87,85,232,276,1314
201701,2017-01-07,2017-07-20,nation,ca,206,101,132,288,416,1632
201702,2017-01-14,2017-07-20,nation,ca,209,100,150,306,506,1626
201703,2017-01-21,2017-07-20,nation,ca,154,81,182,229,445,1619
201704,2017-01-28,2017-07-20,nation,ca,167,99,137,267,375,1623
201705,2017-02-04,2017-07-20,nation,ca,164,91,135,247,281,1526
201706,2017-02-11,2017-07-20,nation,ca,140,88,136,268,381,1410
201707,2017-02-18,2017-07-20,nation,ca,144,72,141,273,335,1348
201708,2017-02-25,2017-07-20,nation,ca,134,76,151,229,255,1198
201709,2017-03-04,2017-07-20,nation,ca,145,78,201,318,306,1069
201710,2017-03-11,2017-07-20,nation,ca,156,83,173,285,282,873
201711,2017-03-18,2017-07-20,nation,ca,170,86,179,283,269,700
201712,2017-03-25,2017-07-20,nation,ca,181,78,211,297,228,575
201713,2017-04-01,2017-07-20,nation,ca,172,70,190,258,242,479
201714,2017-04-08,2017-07-20,nation,ca,214,78,200,331,237,357
201715,2017-04-15,2017-07-20,nation,ca,148,74,196,315,141,258
201716,2017-04-22,2017-07-20,nation,ca,189,90,193,363,127,206
201717,2017-04-29,2017-07-20,nation,ca,226,73,179,420,90,176
201718,2017-05-06,2017-07-20,nation,ca,171,78,161,398,73,114
201719,2017-05-13,2017-07-20,nation,ca,142,64,119,415,40,90
201720,2017-05-20,2017-07-20,nation,ca,174,83,155,486,55,78
201721,2017-05-27,2017-07-20,nation,ca,150,81,115,480,50,38
201722,2017-06-03,2017-07-20,nation,ca,131,75,112,416,35,25
201723,2017-06-10,2017-07-20,nation,ca,103,51,85,359,17,20
201724,2017-06-17,2017-07-20,nation,ca,108,70,61,381,21,24
201725,2017-06-24,2017-07-20,nation,ca,72,46,41,264,12,9
201726,2017-07-01,2017-07-20,nation,ca,86,37,38,237,4,7
201727,2017-07-08,2017-07-20,nation,ca,58,46,34,267,5,6
201728,2017-07-15,2017-07-20,nation,ca,65,43,17,241,7,5
201635,2016-09-03,2017-07-13,nation,ca,49,26,11,230,5,25
201636,2016-09-10,2017-07-13,nation,ca,23,22,5,246,4,18
201637,2016-09-17,2017-07-13,nation,ca,50,24,2,359,7,29
201638,2016-09-24,2017-07-13,nation,ca,60,33,5,429,21,31
201639,2016-10-01,2017-07-13,nation,ca,47,28,3,511,10,35
201640,2016-10-09,2017-07-13,nation,ca,46,38,7,499,18,41
201641,2016-10-15,2017-07-13,nation,ca,60,37,5,402,11,49
201642,2016-10-22,2017-07-13,nation,ca,70,39,7,421,20,71
201643,2016-10-29,2017-07-13,nation,ca,104,44,4,364,40,72
201644,2016-11-05,2017-07-13,nation,ca,91,33,10,363,48,125
201645,2016-11-12,2017-07-13,nation,ca,97,65,19,491,68,182
201646,2016-11-19,2017-07-13,nation,ca,133,77,15,501,91,225
201647,2016-11-26,2017-07-13,nation,ca,133,85,20,422,90,375
201648,2016-12-03,2017-07-13,nation,ca,137,117,29,387,134,478
201649,2016-12-10,2017-07-13,nation,ca,147,90,28,410,178,667
201650,2016-12-17,2017-07-13,nation,ca,168,105,60,339,220,819
201651,2016-12-24,2017-07-13,nation,ca,160,100,70,347,274,1125
201652,2016-12-31,2017-07-13,nation,ca,173,87,85,232,276,1314
201701,2017-01-07,2017-07-13,nation,ca,206,101,132,288,416,1632
201702,2017-01-14,2017-07-13,nation,ca,209,100,150,306,506,1626
201703,2017-01-21,2017-07-13,nation,ca,154,81,182,229,445,1619
201704,2017-01-28,2017-07-13,nation,ca,167,99,137,267,375,1623
201705,2017-02-04,2017-07-13,nation,ca,164,91,135,247,281,1526
201706,2017-02-11,2017-07-13,nation,ca,140,88,136,268,381,1410
201707,2017-02-18,2017-07-13,nation,ca,144,72,141,273,335,1348
201708,2017-02-25,2017-07-13,nation,ca,134,76,151,229,255,1198
201709,2017-03-04,2017-07-13,nation,ca,145,78,201,318,306,1069
201710,2017-03-11,2017-07-13,nation,ca,156,83,173,285,282,873
201711,2017-03-18,2017-07-13,nation,ca,170,86,179,283,269,700
201712,2017-03-25,2017-07-13,nation,ca,181,78,211,297,228,575
201713,2017-04-01,2017-07-13,nation,ca,172,70,190,258,242,479
201714,2017-04-08,2017-07-13,nation,ca,214,78,200,331,237,357
201715,2017-04-15,2017-07-13,nation,ca,148,74,196,315,141,258
201716,2017-04-22,2017-07-13,nation,ca,189,90,193,363,127,206
201717,2017-04-29,2017-07-13,nation,ca,226,73,179,420,90,176
201718,2017-05-06,2017-07-13,nation,ca,171,78,161,398,73,114
201719,2017-05-13,2017-07-13,nation,ca,142,64,119,415,40,90
201720,2017-05-20,2017-07-13,nation,ca,174,83,155,486,55,78
201721,2017-05-27,2017-07-13,nation,ca,150,81,115,480,50,38
201722,2017-06-03,2017-07-13,nation,ca,131,75,112,416,35,25
201723,2017-06-10,2017-07-13,nation,ca,103,51,85,359,17,20
201724,2017-06-17,2017-07-13,nation,ca,108,70,61,381,21,24
201725,2017-06-24,2017-07-13,nation,ca,72,46,41,264,12,9
201726,2017-07-01,2017-07-13,nation,ca,86,36,38,233,4,8
201727,2017-07-08,2017-07-13,nation,ca,56,39,31,241,3,6
201635,2016-09-03,2017-07-06,nation,ca,49,26,11,230,5,25
201636,2016-09-10,2017-07-06,nation,ca,23,22,5,246,4,18
201637,2016-09-17,2017-07-06,nation,ca,50,24,2,359,7,29
201638,2016-09-24,2017-07-06,nation,ca,60,33,5,429,21,31
201639,2016-10-01,2017-07-06,nation,ca,47,28,3,511,10,35
201640,2016-10-09,2017-07-06,nation,ca,46,38,7,499,18,41
201641,2016-10-15,2017-07-06,nation,ca,60,37,5,402,11,49
